id,lon,lat,date,day_of_week,month_name
57,2.1638053379048805,41.38376599030137,2019-12-24,Tuesday,December
55,2.1639255023063813,41.383721825914364,2019-12-14,Saturday,December
54,2.1640445129788235,41.38376772816184,2019-07-24,Wednesday,July
52,2.1641641005236583,41.38376859690568,2019-06-10,Monday,June
49,2.1644032756290494,41.38377033402057,2019-01-17,Thursday,January
47,2.164522863189603,41.38377120239161,2019-09-23,Monday,September
45,2.1646430271276165,41.38372703725082,2019-12-02,Monday,December
42,2.1648816259026953,41.383773806759194,2019-01-23,Wednesday,January
40,2.1650012134842,41.38377467463318,2019-03-02,Saturday,March
39,2.1651208010709397,41.383775542382914,2019-05-06,Monday,May
37,2.165240388662914,41.38377641000839,2019-08-08,Thursday,August
35,2.165359976260123,41.38377727750959,2019-03-09,Saturday,March
34,2.165479563862565,41.38377814488653,2019-11-16,Saturday,November
32,2.1655991514702393,41.3837790121392,2019-04-07,Sunday,April
31,2.1657187390831454,41.38377987926763,2019-03-03,Sunday,March
30,2.165838326701283,41.383780746271775,2019-02-24,Sunday,February
28,2.165957914324651,41.383781613151655,2019-12-18,Wednesday,December
27,2.1660775019532474,41.38378247990728,2019-10-29,Tuesday,October
26,2.166256883405947,41.38378377980772,2019-07-25,Thursday,July
25,2.1664362648704087,41.38378507942857,2019-07-16,Tuesday,July
24,2.16661564634663,41.38378637876983,2019-03-05,Tuesday,March
23,2.166854821666547,41.38378811078991,2019-09-22,Sunday,September
22,2.16709399700736,41.38378984231293,2019-12-27,Friday,December
21,2.1675125539040447,41.383792871282196,2019-06-04,Tuesday,June
22,2.16787131700924,41.38379546632998,2019-05-05,Sunday,May
23,2.167990904721408,41.383796331097386,2019-06-28,Friday,June
24,2.168110492438793,41.38379719574053,2019-08-02,Friday,August
25,2.1682300801613934,41.3837980602594,2019-07-23,Tuesday,July
27,2.16834966788921,41.38379892465401,2019-12-08,Sunday,December
29,2.1684692556222402,41.383799788924364,2019-03-26,Tuesday,March
31,2.1685888433604847,41.383800653070445,2019-12-21,Saturday,December
34,2.1687084311039415,41.38380151709226,2019-09-14,Saturday,September
36,2.1688280188526115,41.38380238098981,2019-05-12,Sunday,May
39,2.1689476066064928,41.38380324476311,2019-06-04,Tuesday,June
42,2.169067194365585,41.383804108412136,2019-04-19,Friday,April
45,2.1691867821298874,41.383804971936904,2019-09-30,Monday,September
48,2.169306369899399,41.38380583533739,2019-05-23,Thursday,May
51,2.169425957674119,41.38380669861363,2019-06-12,Wednesday,June
54,2.1695455454540467,41.38380756176561,2019-02-11,Monday,February
56,2.169665133239181,41.38380842479331,2019-03-26,Tuesday,March
59,2.1697847210295227,41.38380928769674,2019-09-01,Sunday,September
61,2.1699043088250694,41.38381015047593,2019-01-29,Tuesday,January
63,2.170023896625821,41.383811013130845,2019-10-25,Friday,October
65,2.1701434844317773,41.38381187566149,2019-01-09,Wednesday,January
66,2.170263072242936,41.38381273806788,2019-07-10,Wednesday,July
68,2.170382660059297,41.38381360035,2019-04-14,Sunday,April
69,2.1705022478808607,41.38381446250786,2019-09-17,Tuesday,September
70,2.170621835707625,41.383815324541466,2019-07-20,Saturday,July
71,2.17074142353959,41.38381618645079,2019-01-20,Sunday,January
67,2.1718182856840462,41.38377890457364,2019-06-20,Thursday,June
51,2.173014734528665,41.38374247215196,2019-12-06,Friday,December
49,2.173133751785296,41.38378836505775,2019-07-02,Tuesday,July
46,2.1733729275074976,41.383790083530336,2019-08-15,Thursday,August
43,2.173612103250431,41.38379180150585,2019-03-06,Wednesday,March
44,2.177917837376236,41.38377760652994,2019-04-27,Saturday,April
45,2.178037425359023,41.38377846085643,2019-07-28,Sunday,July
46,2.1781570133469637,41.38377931505867,2019-02-01,Friday,February
46,2.1795937677755446,41.38365445511888,2019-04-25,Thursday,April
41,2.1800704218543228,41.38379296539427,2019-02-05,Tuesday,February
40,2.180192272506157,41.38361368322464,2019-10-19,Saturday,October
39,2.1803112946970984,41.38365956875145,2019-01-21,Monday,January
40,2.1846147723284135,41.383825257445295,2019-02-23,Saturday,February
39,2.184733798085983,41.3838711384277,2019-04-10,Wednesday,April
16,2.1862884471364765,41.38388214291616,2019-11-23,Saturday,November
13,2.1522669203425964,41.38354644822264,2019-08-10,Saturday,August
18,2.155435389018366,41.383614785478315,2019-10-11,Friday,October
44,2.159863589554256,41.38337697716953,2019-05-28,Tuesday,May
59,2.161176149766178,41.38361174098605,2019-10-01,Tuesday,October
60,2.161295736937545,41.383612612708085,2019-08-24,Saturday,August
61,2.161455379363682,41.38359876369352,2019-05-15,Wednesday,May
62,2.1615343327817667,41.38365938913209,2019-02-26,Tuesday,February
63,2.1616539200513953,41.38366026048271,2019-01-15,Tuesday,January
64,2.161893094606421,41.383662002811185,2019-05-02,Thursday,May
65,2.162192062829763,41.38366418002278,2019-12-06,Friday,December
64,2.162550824741109,41.38366679165152,2019-02-21,Thursday,February
63,2.1629095866997146,41.3836694021619,2019-01-04,Friday,January
62,2.1631487613650284,41.38367114188085,2019-06-01,Saturday,June
61,2.1633281423777886,41.38367244634386,2019-01-19,Saturday,January
60,2.1634477297261863,41.383673315830535,2019-09-02,Monday,September
59,2.1635673170798286,41.38367418519296,2019-07-27,Saturday,July
57,2.1636869044387157,41.38367505443112,2019-11-30,Saturday,November
56,2.163806491802847,41.38367592354501,2019-06-23,Sunday,June
53,2.1640456665468375,41.383677661400014,2019-12-02,Monday,December
51,2.164165253926695,41.38367853014111,2019-10-22,Tuesday,October
50,2.1642848413117934,41.383679398757955,2019-02-01,Friday,February
48,2.1644044287021322,41.38368026725054,2019-05-19,Sunday,May
46,2.1645240160977095,41.38368113561885,2019-08-12,Monday,August
43,2.1647631909045804,41.38368287198269,2019-12-10,Tuesday,December
41,2.1648827783158713,41.38368373997822,2019-05-20,Monday,May
39,2.1650029418545347,41.38363957445708,2019-11-28,Thursday,November
38,2.1651219531541614,41.38368547559649,2019-05-07,Tuesday,May
36,2.165241540581159,41.38368634321922,2019-08-16,Friday,August
34,2.1653611280133904,41.38368721071768,2019-12-31,Tuesday,December
33,2.1654807154508555,41.3836880780919,2019-11-02,Saturday,November
31,2.165600302893553,41.383688945341845,2019-05-03,Friday,May
30,2.165719890341482,41.38368981246753,2019-03-16,Saturday,March
28,2.1658394777946426,41.383690679468955,2019-02-01,Friday,February
27,2.1659590652530327,41.383691546346114,2019-10-02,Wednesday,October
26,2.1660786527166525,41.383692413099,2019-11-11,Monday,November
25,2.1661982401855013,41.38369327972764,2019-07-22,Monday,July
24,2.1663776213985764,41.38369457943758,2019-02-16,Saturday,February
23,2.166557002623412,41.38369587886795,2019-08-07,Wednesday,August
22,2.1667363838600067,41.38369717801871,2019-07-04,Thursday,July
21,2.1669755588604174,41.38369890978482,2019-07-30,Tuesday,July
20,2.167453908923911,41.38370237182587,2019-08-26,Monday,August
21,2.1678724652979837,41.383705399480824,2019-10-01,Tuesday,October
22,2.167992052845174,41.38370626424551,2019-07-29,Monday,July
23,2.1681116403975813,41.383707128885916,2019-03-16,Saturday,March
24,2.168231801850154,41.38366295997286,2019-10-17,Thursday,October
26,2.168350815518043,41.38370885779396,2019-05-20,Monday,May
28,2.1684704030860957,41.38370972206159,2019-02-17,Sunday,February
30,2.168589990659362,41.38371058620495,2019-03-07,Thursday,March
33,2.1687095782378414,41.383711450224055,2019-03-09,Saturday,March
35,2.168829165821534,41.38371231411889,2019-02-15,Friday,February
38,2.1689487534104375,41.38371317788946,2019-01-23,Wednesday,January
41,2.1690683410045515,41.38371404153576,2019-03-28,Thursday,March
44,2.1691879286038755,41.383714905057815,2019-12-13,Friday,December
47,2.1693075162084097,41.383715768455595,2019-08-20,Tuesday,August
50,2.1694271038181516,41.383716631729115,2019-06-30,Sunday,June
53,2.1695466914331014,41.38371749487836,2019-09-14,Saturday,September
55,2.169666279053258,41.38371835790335,2019-05-20,Monday,May
58,2.1697858666786214,41.38371922080409,2019-05-17,Friday,May
60,2.1699054543091902,41.38372008358054,2019-12-11,Wednesday,December
62,2.170025041944964,41.383720946232735,2019-01-21,Monday,January
64,2.1701446295859412,41.38372180876068,2019-02-03,Sunday,February
65,2.1702642172321225,41.38372267116435,2019-08-28,Wednesday,August
67,2.170383804883506,41.383723533443764,2019-08-20,Tuesday,August
68,2.1705033925400907,41.3837243955989,2019-08-17,Saturday,August
69,2.170622980201877,41.383725257629784,2019-04-12,Friday,April
70,2.170742567868863,41.3837261195364,2019-11-18,Monday,November
71,2.1712203467547666,41.38377459938302,2019-11-15,Friday,November
70,2.1714600939799467,41.38373128836655,2019-05-28,Tuesday,May
69,2.1715796816833137,41.38373214940332,2019-07-15,Monday,July
53,2.1728957174409005,41.38369657912422,2019-12-22,Sunday,December
48,2.1732544805059373,41.383699157384164,2019-03-24,Sunday,March
45,2.1734936559085485,41.38370087560281,2019-06-25,Tuesday,June
42,2.1737328313318884,41.3837025933244,2019-08-01,Thursday,August
41,2.17385241905133,41.383703451998805,2019-12-05,Thursday,December
40,2.1739720067759523,41.38370431054893,2019-12-11,Wednesday,December
35,2.1747936031545225,41.38375524322084,2019-04-15,Monday,April
36,2.176962837315444,41.38363566685932,2019-04-16,Tuesday,April
37,2.1771405156137975,41.38377205037879,2019-07-25,Thursday,July
40,2.1774406205819328,41.38368412091416,2019-11-14,Thursday,November
41,2.1775602083791177,41.383684975735015,2019-07-27,Saturday,July
42,2.1776792288044375,41.38373086396806,2019-06-21,Friday,June
43,2.1777988166944255,41.38373171854173,2019-03-07,Thursday,March
45,2.179713921555076,41.38361027414162,2019-04-08,Monday,April
44,2.179833509285133,41.38361112659877,2019-10-19,Saturday,October
38,2.1804314480125417,41.38361538702055,2019-11-14,Thursday,November
37,2.1805504703787406,41.383661272301524,2019-11-21,Thursday,November
18,2.1555967803856837,41.38346584475221,2019-08-06,Tuesday,August
53,2.1606989593127692,41.383518186168004,2019-12-30,Monday,December
56,2.1609381332887305,41.38351993047644,2019-09-05,Thursday,September
57,2.161057720284603,41.38352080244425,2019-01-15,Tuesday,January
62,2.1616550769136813,41.38357019377421,2019-06-30,Sunday,June
63,2.1621932189496595,41.38357411330193,2019-10-17,Thursday,October
62,2.1627911546699483,41.38357846538148,2019-04-24,Wednesday,April
61,2.1630303289948145,41.383580205343485,2019-01-03,Thursday,January
60,2.1632097097522403,41.38358150998878,2019-04-22,Monday,April
59,2.163329296930416,41.383582379596994,2019-10-26,Saturday,October
58,2.1634488841138375,41.383583249080935,2019-02-18,Monday,February
57,2.1635684713025047,41.383584118440616,2019-10-22,Tuesday,October
56,2.163688058496416,41.38358498767604,2019-01-06,Sunday,January
55,2.163807645695571,41.38358585678719,2019-08-26,Monday,August
54,2.163927232899969,41.383586725774094,2019-04-01,Monday,April
52,2.164046820109609,41.38358759463672,2019-08-03,Saturday,August
50,2.1641664073244913,41.38358846337509,2019-09-15,Sunday,September
49,2.164285994544614,41.38358933198919,2019-09-15,Sunday,September
47,2.164405581769976,41.38359020047904,2019-05-13,Monday,May
45,2.164525745450047,41.38354603545698,2019-10-18,Friday,October
44,2.164644756236418,41.38359193708595,2019-01-22,Tuesday,January
42,2.164764343477496,41.383592805202994,2019-05-14,Tuesday,May
40,2.164884506925817,41.38354863980405,2019-10-20,Sunday,October
37,2.1651231052321487,41.383595408808596,2019-07-10,Wednesday,July
35,2.16524269249417,41.3835962764286,2019-08-06,Tuesday,August
33,2.16536285563348,41.38355211052714,2019-04-22,Monday,April
32,2.1654818670339138,41.38359801129583,2019-06-16,Sunday,June
30,2.1656014543116346,41.38359887854303,2019-06-14,Friday,June
29,2.165721041594588,41.38359974566599,2019-09-22,Sunday,September
27,2.165840628882772,41.38360061266468,2019-03-09,Saturday,March
26,2.1659602161761855,41.38360147953912,2019-10-10,Thursday,October
25,2.1660798034748288,41.38360234628927,2019-06-19,Wednesday,June
24,2.1661993907787016,41.38360321291518,2019-02-15,Friday,February
23,2.166318978087802,41.38360407941682,2019-07-02,Tuesday,July
21,2.1667375337108123,41.38360711119398,2019-08-16,Friday,August
20,2.1669767083812697,41.383608842954644,2019-08-04,Sunday,August
20,2.16787361358151,41.38361533263021,2019-11-15,Friday,November
21,2.167993200963724,41.38361619739217,2019-09-30,Monday,September
22,2.168112788351154,41.38361706202986,2019-04-03,Wednesday,April
25,2.168351963141662,41.383618790932466,2019-06-10,Monday,June
27,2.1684715505447376,41.38361965519737,2019-01-09,Wednesday,January
29,2.168591137953027,41.38362051933802,2019-02-07,Thursday,February
32,2.16871072536653,41.38362138335439,2019-01-30,Wednesday,January
34,2.1688303127852446,41.383622247246514,2019-03-07,Thursday,March
37,2.1689499002091712,41.383623111014366,2019-09-18,Wednesday,September
40,2.1690694876383083,41.383623974657944,2019-05-17,Friday,May
43,2.1691890750726555,41.383624838177276,2019-01-17,Thursday,January
46,2.1693086625122118,41.38362570157234,2019-05-11,Saturday,May
49,2.169428249956977,41.38362656484314,2019-10-30,Wednesday,October
52,2.1695478374069492,41.38362742798968,2019-02-24,Sunday,February
54,2.1696674248621286,41.383628291011945,2019-04-06,Saturday,April
57,2.169787012322515,41.383629153909965,2019-04-21,Sunday,April
59,2.1699065997881064,41.3836300166837,2019-03-20,Wednesday,March
61,2.1700261872589026,41.38363087933319,2019-07-02,Tuesday,July
63,2.1701457747349027,41.3836317418584,2019-12-21,Saturday,December
64,2.170265362216106,41.38363260425937,2019-09-21,Saturday,September
66,2.170384949702512,41.383633466536054,2019-04-24,Wednesday,April
67,2.1705045371941196,41.38363432868849,2019-01-23,Wednesday,January
68,2.170624124690929,41.383635190716646,2019-06-03,Monday,June
69,2.1707437121929374,41.38363605262056,2019-09-09,Monday,September
70,2.1711026653678434,41.38362362643255,2019-02-09,Saturday,February
68,2.171640618623688,41.38364251293892,2019-02-12,Tuesday,February
62,2.1721799049615442,41.38355631882504,2019-06-20,Thursday,June
55,2.1727772712797853,41.38360565249309,2019-03-23,Saturday,March
50,2.173135463324018,41.383653264603254,2019-01-05,Saturday,January
47,2.1733746385512847,41.38365498306773,2019-03-10,Sunday,March
44,2.173613813799283,41.383656701035136,2019-04-14,Sunday,April
38,2.1772020127087264,41.38363737736822,2019-11-30,Saturday,November
39,2.1773216004131064,41.38363823243625,2019-01-31,Thursday,January
50,2.178876483846285,41.38363003691969,2019-03-26,Tuesday,March
43,2.179953097020333,41.383611978931654,2019-10-07,Monday,October
40,2.183181967811862,41.38363494494767,2019-12-04,Wednesday,December
43,2.1838983689907083,41.38373010341795,2019-07-10,Wednesday,July
38,2.18473661063659,41.38364597035027,2019-10-27,Sunday,October
15,2.186291815759134,41.38361194111824,2019-12-05,Thursday,December
50,2.1604615231120987,41.38338134133719,2019-01-31,Thursday,January
54,2.1608197043073405,41.3834289916929,2019-12-03,Tuesday,December
58,2.1611778860435424,41.38347664093815,2019-11-22,Friday,November
59,2.1612974729674472,41.38347751265607,2019-10-30,Wednesday,October
60,2.1614768533631645,41.38347881999996,2019-11-25,Monday,November
61,2.161775820715646,41.38348099828516,2019-05-17,Friday,May
62,2.1621943750643027,41.383484046579646,2019-10-19,Saturday,October
61,2.1626129294773087,41.38348709335195,2019-08-24,Saturday,August
60,2.1629118969545513,41.3834892686859,2019-07-24,Wednesday,July
59,2.163151070959964,41.3834910083939,2019-03-14,Thursday,March
58,2.163330451477797,41.38349231284869,2019-02-25,Monday,February
57,2.163450038496244,41.38349318232989,2019-05-15,Wednesday,May
56,2.1635696255199353,41.38349405168685,2019-02-05,Tuesday,February
55,2.1636892125488716,41.38349492091953,2019-07-25,Thursday,July
54,2.163808799583052,41.38349579002795,2019-12-30,Monday,December
52,2.1639283866224748,41.3834966590121,2019-04-02,Tuesday,April
51,2.16404797366714,41.383497527872,2019-02-26,Tuesday,February
49,2.1641675607170465,41.38349839660764,2019-11-15,Friday,November
48,2.1642871477721934,41.383499265219015,2019-02-04,Monday,February
46,2.1644067348325806,41.383500133706114,2019-05-18,Saturday,May
43,2.164645908969072,41.38350187030755,2019-03-12,Tuesday,March
41,2.1647654960451748,41.383502738421875,2019-04-24,Wednesday,April
38,2.1650046702130896,41.38350447427774,2019-10-28,Monday,October
36,2.165124257304901,41.383505342019276,2019-08-25,Sunday,August
34,2.1652444203538725,41.38346117623998,2019-07-24,Wednesday,July
31,2.1654830186117398,41.38350794449831,2019-09-21,Saturday,September
29,2.1656031814289483,41.383463778342126,2019-08-29,Thursday,August
28,2.165722192842462,41.38350967886302,2019-02-18,Monday,February
26,2.1658423555051587,41.38346551245559,2019-07-17,Wednesday,July
25,2.1659613670941087,41.383511412730684,2019-02-16,Saturday,February
24,2.1660809542277764,41.383512279478126,2019-03-22,Friday,March
23,2.166200541366673,41.38351314610129,2019-08-15,Thursday,August
21,2.1665593028147274,41.38351574522524,2019-03-14,Thursday,March
20,2.167994923131767,41.38348109710948,2019-09-13,Friday,September
21,2.168114510271733,41.383481961743094,2019-02-05,Tuesday,February
23,2.1682335235271806,41.3835278596831,2019-03-27,Wednesday,March
24,2.168353684567313,41.383483690637526,2019-05-12,Sunday,May
26,2.1684726979981654,41.38352958833171,2019-08-30,Friday,August
28,2.1685922852414787,41.38353045246964,2019-07-06,Saturday,July
31,2.168711872490005,41.38353131648331,2019-05-30,Thursday,May
33,2.168831459743744,41.383532180372704,2019-06-09,Sunday,June
36,2.1689510470026936,41.383533044137835,2019-08-22,Thursday,August
39,2.1690706342668546,41.3835339077787,2019-02-14,Thursday,February
42,2.1691902215362253,41.38353477129531,2019-05-29,Wednesday,May
45,2.1693098088108056,41.38353563468765,2019-10-31,Thursday,October
48,2.169429396090594,41.38353649795573,2019-06-01,Saturday,June
50,2.16954898337559,41.383537361099556,2019-05-10,Friday,May
53,2.169668570665793,41.383538224119114,2019-02-17,Sunday,February
55,2.169788157961203,41.38353908701441,2019-01-24,Thursday,January
58,2.1699077452618174,41.38353994978543,2019-08-18,Sunday,August
60,2.170027332567637,41.38354081243221,2019-11-30,Saturday,November
62,2.1701469198786607,41.38354167495471,2019-03-31,Sunday,March
63,2.1702665071948872,41.38354253735295,2019-04-26,Friday,April
65,2.170386094516317,41.38354339962692,2019-11-12,Tuesday,November
66,2.170505681842948,41.383544261776635,2019-11-09,Saturday,November
67,2.1706252691747796,41.383545123802094,2019-06-01,Saturday,June
68,2.170744856511812,41.38354598570328,2019-01-01,Tuesday,January
69,2.170924237527109,41.38354727832207,2019-12-27,Friday,December
60,2.1724202217798765,41.38346797231565,2019-10-31,Thursday,October
57,2.1726588254486243,41.38351472574166,2019-02-14,Thursday,February
54,2.1728980001394778,41.383516445192114,2019-09-29,Sunday,September
52,2.1730170169024725,41.38356233821587,2019-01-07,Monday,January
51,2.1731366043433518,41.383563197631794,2019-07-20,Saturday,July
49,2.173256191789416,41.38356405692346,2019-09-03,Tuesday,September
48,2.173375779240664,41.383564916090855,2019-12-08,Sunday,December
46,2.1734953666970944,41.38356577513399,2019-10-13,Sunday,October
45,2.1736149541587078,41.383566634052855,2019-08-05,Monday,August
43,2.1737345416255023,41.38356749284747,2019-02-05,Tuesday,February
42,2.1738541290974775,41.38356835151781,2019-03-29,Friday,March
41,2.173973716574633,41.3835692100639,2019-10-16,Wednesday,October
40,2.174093304056967,41.38357006848571,2019-10-03,Thursday,October
39,2.1742128915444803,41.38357092678327,2019-10-13,Sunday,October
42,2.180073250484049,41.38356779757587,2019-01-17,Thursday,January
42,2.1838841323155043,41.38373000244413,2019-03-29,Friday,March
40,2.1844985601023854,41.38355420827327,2019-05-25,Saturday,May
39,2.1846181478725804,41.38355505575716,2019-12-12,Thursday,December
35,2.184976911213836,41.38355759746327,2019-08-31,Saturday,August
32,2.1852155246251748,41.38360432493495,2019-04-20,Saturday,April
30,2.1853356746010846,41.38356013805102,2019-04-13,Saturday,April
13,2.1864125263874628,41.38352271946799,2019-01-23,Wednesday,January
51,2.1605816890057574,41.383337180454056,2019-12-01,Sunday,December
52,2.1607012756558976,41.38333805278917,2019-11-30,Saturday,November
55,2.160939870053128,41.38338483043461,2019-08-19,Monday,August
56,2.16105945680154,41.3833857023983,2019-04-05,Friday,April
57,2.1611790435552116,41.38338657423775,2019-09-24,Tuesday,September
58,2.16135842369558,41.383387881763916,2019-05-23,Thursday,May
59,2.1615975972344748,41.38338962469724,2019-12-31,Tuesday,December
60,2.16213573777386,41.38339354447986,2019-11-23,Saturday,November
59,2.162673878419626,41.3833974617462,2019-09-21,Saturday,September
58,2.1629130520740967,41.38339920194575,2019-03-11,Monday,March
57,2.163152225749561,41.383400941648254,2019-11-21,Thursday,November
56,2.163331606019933,41.38340224609895,2019-06-14,Friday,June
55,2.163451192873405,41.38340311557742,2019-05-12,Sunday,May
54,2.1635707797321224,41.38340398493163,2019-05-14,Tuesday,May
53,2.163690366596084,41.38340485416158,2019-09-10,Tuesday,September
52,2.1638099534652904,41.38340572326726,2019-08-26,Monday,August
51,2.1639295403397383,41.38340659224869,2019-05-29,Wednesday,May
50,2.1640491272194287,41.38340746110585,2019-12-28,Saturday,December
48,2.164168714104361,41.38340832983875,2019-01-10,Thursday,January
47,2.1642883009945337,41.38340919844739,2019-05-03,Friday,May
45,2.164407887889946,41.383410066931766,2019-04-15,Monday,April
44,2.164527474790598,41.38341093529187,2019-08-18,Sunday,August
42,2.1646470616964884,41.383411803527736,2019-06-06,Thursday,June
40,2.164767224886873,41.3833676382475,2019-11-23,Saturday,November
39,2.164886235523981,41.383413539626645,2019-02-23,Saturday,February
37,2.165005822445582,41.38341440748972,2019-10-13,Sunday,October
35,2.165125985404214,41.3833702418326,2019-01-25,Friday,January
32,2.1653645832417947,41.383417010333346,2019-05-12,Sunday,May
30,2.1654847459686675,41.383372844299345,2019-12-10,Tuesday,December
27,2.1657233440851056,41.38341961205862,2019-08-13,Tuesday,August
24,2.165963093461188,41.38337631251534,2019-06-20,Thursday,June
23,2.1660826803473943,41.38337717925868,2019-04-17,Wednesday,April
22,2.166354624945079,41.38348852677184,2019-09-18,Wednesday,September
21,2.1664408659129433,41.383424812154075,2019-02-20,Wednesday,February
19,2.166918639106913,41.38347330981516,2019-05-08,Wednesday,May
22,2.168234671305346,41.38343779282144,2019-04-12,Friday,April
25,2.168474419168532,41.38339448803055,2019-09-21,Saturday,September
27,2.168594006164382,41.383395352164385,2019-04-29,Monday,April
30,2.1687130196082687,41.38344124961077,2019-03-24,Sunday,March
32,2.1688326066970314,41.38344211349745,2019-10-08,Tuesday,October
35,2.1689521937910063,41.38344297725986,2019-11-11,Monday,November
38,2.1690717808901914,41.38344384089801,2019-07-29,Monday,July
41,2.1691913679945865,41.38344470441191,2019-06-26,Wednesday,June
44,2.169310955104191,41.38344556780152,2019-09-12,Thursday,September
46,2.1694305422190037,41.38344643106689,2019-02-04,Monday,February
49,2.1695501293390236,41.383447294208,2019-07-30,Tuesday,July
52,2.1696697164642513,41.38344815722484,2019-01-05,Saturday,January
54,2.169789303594685,41.3834490201174,2019-06-01,Saturday,June
56,2.1699088907303237,41.38344988288572,2019-11-06,Wednesday,November
59,2.1700284778711674,41.38345074552977,2019-10-29,Tuesday,October
60,2.1701480650172154,41.38345160804956,2019-02-26,Tuesday,February
62,2.1702676521684663,41.383452470445086,2019-05-19,Sunday,May
64,2.1703872393249197,41.38345333271636,2019-07-17,Wednesday,July
65,2.170506826486575,41.383454194863354,2019-08-13,Tuesday,August
66,2.170626413653431,41.38345505688609,2019-05-02,Thursday,May
67,2.1707460008254875,41.38345591878457,2019-07-02,Tuesday,July
68,2.17092538159332,41.38345721139929,2019-02-17,Sunday,February
69,2.171303121411025,41.383534995110665,2019-10-03,Thursday,October
56,2.172778983545349,41.383470552046454,2019-07-19,Friday,July
53,2.1730181580815984,41.38347227124568,2019-09-03,Tuesday,September
52,2.173137745357501,41.38347313065889,2019-10-03,Thursday,October
50,2.1732573326385887,41.38347398994785,2019-05-07,Tuesday,May
49,2.17337691992486,41.383474849112545,2019-03-21,Thursday,March
47,2.173496507216314,41.38347570815298,2019-06-02,Sunday,June
46,2.173616094512951,41.38347656706914,2019-07-18,Thursday,July
45,2.173735681814769,41.383477425861045,2019-03-18,Monday,March
43,2.1738552691217667,41.383478284528685,2019-09-26,Thursday,September
42,2.1739748564339454,41.383479143072066,2019-11-25,Monday,November
41,2.1740944437513035,41.38348000149118,2019-08-26,Monday,August
40,2.1742140310738396,41.38348085978603,2019-10-30,Wednesday,October
39,2.174333618401554,41.38348171795661,2019-07-02,Tuesday,July
38,2.174453205734445,41.38348257600295,2019-05-30,Thursday,May
35,2.176785159759492,41.38349928306917,2019-07-04,Thursday,July
38,2.177085831711491,41.38336632098783,2019-01-27,Sunday,January
39,2.1772054189157806,41.38336717617207,2019-10-06,Sunday,October
40,2.1773250061252294,41.38336803123204,2019-09-01,Sunday,September
41,2.1774445933398363,41.383368886167744,2019-10-10,Thursday,October
42,2.177564180559601,41.383369740979184,2019-06-26,Wednesday,June
49,2.178857597311963,41.38363024077051,2019-08-06,Tuesday,August
39,2.1830635072591003,41.38354402877381,2019-08-25,Sunday,August
36,2.184857885849549,41.38351171673355,2019-05-19,Sunday,May
33,2.18509706126074,41.38351341082883,2019-03-29,Friday,March
28,2.185455824415847,41.38351595103978,2019-07-27,Saturday,July
26,2.185575412144431,41.38351679752822,2019-03-15,Friday,March
24,2.1856949998781223,41.38351764389242,2019-01-16,Wednesday,January
43,2.1597451623445725,41.383286037294326,2019-04-05,Friday,April
53,2.160821441311306,41.383293891653025,2019-11-16,Saturday,November
54,2.160941027889484,41.38329476373824,2019-07-16,Tuesday,July
55,2.1610606144729223,41.383295635699206,2019-09-03,Tuesday,September
56,2.161180201061621,41.383296507535896,2019-06-15,Saturday,June
57,2.16135958095453,41.38329781505795,2019-02-17,Sunday,February
58,2.1620173073297315,41.38330260691345,2019-04-23,Tuesday,April
57,2.1627348271930322,41.383307830105196,2019-01-23,Wednesday,January
56,2.1630337938585282,41.38331000511478,2019-07-18,Thursday,July
55,2.1632131738735696,41.383311309747775,2019-12-04,Wednesday,December
54,2.163392553900416,41.383312614101165,2019-07-07,Sunday,July
53,2.163571933939065,41.38331391817496,2019-01-29,Tuesday,January
52,2.163691520638053,41.38331478740218,2019-05-09,Thursday,May
51,2.1638111073422848,41.383315656505125,2019-09-28,Saturday,September
50,2.1639306940517598,41.383316525483814,2019-01-03,Thursday,January
49,2.1640502807664763,41.38331739433824,2019-12-17,Tuesday,December
47,2.1641698674864345,41.383318263068404,2019-02-20,Wednesday,February
46,2.1642894542116338,41.3833191316743,2019-11-15,Friday,November
44,2.164409040942073,41.38332000015595,2019-04-29,Monday,April
43,2.1645286276777504,41.38332086851332,2019-07-09,Tuesday,July
41,2.164648214418667,41.383321736746446,2019-05-12,Sunday,May
38,2.1648873879162114,41.3833234728399,2019-05-15,Wednesday,May
36,2.1650075507845044,41.38327930730496,2019-11-21,Thursday,November
33,2.1652461482017986,41.383326076048114,2019-05-28,Tuesday,May
31,2.1653663108383343,41.3832819101363,2019-08-27,Tuesday,August
28,2.1656049085344904,41.38332867813798,2019-02-22,Friday,February
26,2.1657256465547,41.38323947844546,2019-10-08,Tuesday,October
25,2.1658446576500356,41.38328537883843,2019-03-24,Sunday,March
20,2.166594949196914,41.38340019249961,2019-11-11,Monday,November
19,2.166681189814994,41.38333647769744,2019-11-21,Thursday,November
20,2.168116806147583,41.383301828022354,2019-12-11,Wednesday,December
21,2.168236966846031,41.383257659093815,2019-02-02,Saturday,February
23,2.1683554059812313,41.383348590339345,2019-05-13,Monday,May
29,2.16871416672132,41.38335118273679,2019-04-03,Wednesday,April
31,2.1688343271171915,41.38330701318186,2019-11-07,Thursday,November
34,2.1689533405741077,41.38335291038044,2019-05-25,Saturday,May
37,2.169072927508318,41.38335377401588,2019-09-21,Saturday,September
40,2.1691925144477384,41.38335463752704,2019-05-04,Saturday,May
